AGT_CHANNEL,AGT_STATUS,AGT_CD
AGENCY,TERMINATED,984
AGENCY,INFORCE,985
AGENCY,INFORCE,986
AGENCY,INFORCE,987
AGENCY,INFORCE,988
AGENCY,INFORCE,989
AGENCY,INFORCE,990
AGENCY,INFORCE,991
BANCA,INFORCE,992
AGENCY,INFORCE,993
AGENCY,INFORCE,994
AGENCY,INFORCE,995
AGENCY,TERMINATED,996
AGENCY,INFORCE,997
AGENCY,TERMINATED,998
AGENCY,INFORCE,999
AGENCY,INFORCE,1000
AGENCY,INFORCE,1001
AGENCY,INFORCE,1002
AGENCY,INFORCE,1003
AGENCY,INFORCE,1004
AGENCY,INFORCE,1005
AGENCY,TERMINATED,1006
AGENCY,INFORCE,1007
AGENCY,INFORCE,1008
AGENCY,INFORCE,1009
AGENCY,TERMINATED,1010
AGENCY,INFORCE,1011
AGENCY,TERMINATED,1012
AGENCY,INFORCE,1013
AGENCY,TERMINATED,1014
AGENCY,INFORCE,1015
AGENCY,INFORCE,1016
AGENCY,INFORCE,1017
AGENCY,INFORCE,1018
AGENCY,INFORCE,1019
AGENCY,INFORCE,1020
AGENCY,INFORCE,1021
AGENCY,INFORCE,1022
AGENCY,INFORCE,1023
AGENCY,INFORCE,1024
AGENCY,INFORCE,1025
AGENCY,TERMINATED,1026
AGENCY,INFORCE,1027
AGENCY,INFORCE,1028
AGENCY,INFORCE,1029
AGENCY,INFORCE,1030
AGENCY,INFORCE,1031
AGENCY,INFORCE,1032
AGENCY,TERMINATED,1033
AGENCY,INFORCE,1034
BANCA,INFORCE,1035
AGENCY,TERMINATED,1036
AGENCY,INFORCE,1037
AGENCY,INFORCE,1038
AGENCY,INFORCE,1039
AGENCY,INFORCE,1040
IFA,INFORCE,1041
AGENCY,TERMINATED,1042
IFA,INFORCE,1043
AGENCY,INFORCE,1044
AGENCY,INFORCE,1045
BANCA,INFORCE,1046
AGENCY,INFORCE,1047
AGENCY,INFORCE,1048
AGENCY,INFORCE,1049
AGENCY,INFORCE,1050
AGENCY,TERMINATED,1051
AGENCY,INFORCE,1052
AGENCY,INFORCE,1053
AGENCY,TERMINATED,1054
AGENCY,INFORCE,1055
AGENCY,TERMINATED,1056
BANCA,INFORCE,1057
AGENCY,INFORCE,1058
AGENCY,INFORCE,1059
AGENCY,INFORCE,1060
AGENCY,TERMINATED,1061
AGENCY,INFORCE,1062
AGENCY,INFORCE,1063
IFA,INFORCE,1064
AGENCY,TERMINATED,1065
AGENCY,INFORCE,1066
AGENCY,TERMINATED,1067
AGENCY,TERMINATED,1068
AGENCY,INFORCE,1069
AGENCY,TERMINATED,1070
AGENCY,INFORCE,1071
AGENCY,INFORCE,1072
AGENCY,INFORCE,1073
AGENCY,INFORCE,1074
AGENCY,TERMINATED,1075
AGENCY,INFORCE,1076
AGENCY,INFORCE,1077
AGENCY,INFORCE,1078
AGENCY,INFORCE,1079
IFA,INFORCE,1080
AGENCY,TERMINATED,1081
AGENCY,TERMINATED,1082
IFA,INFORCE,1083
AGENCY,TERMINATED,1084
AGENCY,TERMINATED,1085
AGENCY,INFORCE,1086
AGENCY,INFORCE,1087
AGENCY,TERMINATED,1088
AGENCY,INFORCE,1089
AGENCY,INFORCE,1090
AGENCY,INFORCE,1091
AGENCY,TERMINATED,1092
AGENCY,TERMINATED,1093
AGENCY,TERMINATED,1094
AGENCY,INFORCE,1095
AGENCY,TERMINATED,1096
AGENCY,TERMINATED,1097
AGENCY,TERMINATED,1098
AGENCY,INFORCE,1099
AGENCY,INFORCE,1100
AGENCY,INFORCE,1101
AGENCY,INFORCE,1102
AGENCY,INFORCE,1103
AGENCY,INFORCE,1104
BANCA,INFORCE,1105
AGENCY,INFORCE,1106
AGENCY,TERMINATED,1107
AGENCY,INFORCE,1108
AGENCY,INFORCE,1109
AGENCY,INFORCE,1110
AGENCY,INFORCE,1111
DMTM,SUSPENDED,1112
AGENCY,TERMINATED,1113
AGENCY,TERMINATED,1114
AGENCY,INFORCE,1115
AGENCY,INFORCE,1116
AGENCY,INFORCE,1117
AGENCY,TERMINATED,1118
AGENCY,INFORCE,1119
AGENCY,TERMINATED,1120
AGENCY,INFORCE,1121
AGENCY,TERMINATED,1122
BANCA,INFORCE,1123
AGENCY,TERMINATED,1124
AGENCY,TERMINATED,1125
AGENCY,INFORCE,1126
AGENCY,TERMINATED,1127
AGENCY,TERMINATED,1128
AGENCY,TERMINATED,1129
AGENCY,INFORCE,1130
AGENCY,INFORCE,1131
AGENCY,INFORCE,1132
AGENCY,TERMINATED,1133
AGENCY,TERMINATED,1134
AGENCY,INFORCE,1135
AGENCY,INFORCE,1136
BANCA,INFORCE,1137
AGENCY,TERMINATED,1138
AGENCY,INFORCE,1139
AGENCY,INFORCE,1140
AGENCY,INFORCE,1141
AGENCY,TERMINATED,1142
AGENCY,TERMINATED,1143
AGENCY,TERMINATED,1144
AGENCY,INFORCE,1145
AGENCY,INFORCE,1146
AGENCY,INFORCE,1147
AGENCY,TERMINATED,1148
AGENCY,INFORCE,1149
BANCA,INFORCE,1150
AGENCY,INFORCE,1151
AGENCY,TERMINATED,1152
AGENCY,SUSPENDED,1153
AGENCY,INFORCE,1154
BANCA,INFORCE,1155
AGENCY,INFORCE,1156
IFA,INFORCE,1157
AGENCY,INFORCE,1158
AGENCY,TERMINATED,1159
AGENCY,INFORCE,1160
AGENCY,INFORCE,1161
BANCA,INFORCE,1162
BANCA,INFORCE,1163
AGENCY,INFORCE,1164
BANCA,INFORCE,1165
AGENCY,TERMINATED,1166
AGENCY,TERMINATED,1167
AGENCY,TERMINATED,1168
AGENCY,INFORCE,1169
AGENCY,INFORCE,1170
AGENCY,INFORCE,1171
AGENCY,INFORCE,1172
AGENCY,TERMINATED,1173
AGENCY,TERMINATED,1174
AGENCY,INFORCE,1175
IFA,INFORCE,1176
AGENCY,INFORCE,1177
IFA,INFORCE,1178
AGENCY,TERMINATED,1179
BANCA,INFORCE,1180
BANCA,INFORCE,1181
AGENCY,TERMINATED,1182
AGENCY,TERMINATED,1183
AGENCY,INFORCE,1184
AGENCY,TERMINATED,1185
AGENCY,INFORCE,1186
AGENCY,INFORCE,1187
AGENCY,INFORCE,1188
AGENCY,INFORCE,1189
AGENCY,INFORCE,1190
BANCA,INFORCE,1191
AGENCY,INFORCE,1192
AGENCY,INFORCE,1193
AGENCY,INFORCE,1194
BANCA,INFORCE,1195
AGENCY,INFORCE,1196
BANCA,INFORCE,1197
AGENCY,INFORCE,1198
AGENCY,INFORCE,1199
AGENCY,INFORCE,1200
AGENCY,INFORCE,1201
AGENCY,INFORCE,1202
AGENCY,INFORCE,1203
AGENCY,INFORCE,1204
AGENCY,INFORCE,1205
AGENCY,INFORCE,1206
AGENCY,INFORCE,1207
AGENCY,INFORCE,1208
AGENCY,INFORCE,1209
AGENCY,INFORCE,1210
AGENCY,INFORCE,1211
AGENCY,TERMINATED,1212
AGENCY,INFORCE,1213
AGENCY,INFORCE,1214
AGENCY,INFORCE,1215
AGENCY,TERMINATED,1216
AGENCY,INFORCE,1217
AGENCY,INFORCE,1218
AGENCY,INFORCE,1219
AGENCY,INFORCE,1220
AGENCY,TERMINATED,1221
AGENCY,INFORCE,1222
AGENCY,INFORCE,1223
AGENCY,INFORCE,1224
AGENCY,INFORCE,1225
AGENCY,INFORCE,1226
IFA,INFORCE,1227
AGENCY,INFORCE,1228
AGENCY,INFORCE,1229
AGENCY,INFORCE,1230
AGENCY,INFORCE,1231
AGENCY,INFORCE,1232
AGENCY,INFORCE,1233
AGENCY,INFORCE,1234
AGENCY,INFORCE,1235
AGENCY,INFORCE,1236
AGENCY,INFORCE,1237
AGENCY,INFORCE,1238
AGENCY,INFORCE,1239
AGENCY,INFORCE,1240
AGENCY,INFORCE,1241
AGENCY,INFORCE,1242
AGENCY,INFORCE,1243
AGENCY,TERMINATED,1244
AGENCY,INFORCE,1245
AGENCY,INFORCE,1246
AGENCY,TERMINATED,1247
AGENCY,INFORCE,1248
AGENCY,INFORCE,1249
AGENCY,TERMINATED,1250
AGENCY,INFORCE,1251
AGENCY,INFORCE,1252
AGENCY,TERMINATED,1253
AGENCY,INFORCE,1254
AGENCY,INFORCE,1255
AGENCY,INFORCE,1256
AGENCY,TERMINATED,1257
AGENCY,INFORCE,1258
AGENCY,INFORCE,1259
AGENCY,INFORCE,1260
AGENCY,TERMINATED,1261
AGENCY,INFORCE,1262
AGENCY,INFORCE,1263
AGENCY,INFORCE,1264
AGENCY,INFORCE,1265
AGENCY,TERMINATED,1266
AGENCY,TERMINATED,1267
AGENCY,INFORCE,1268
AGENCY,INFORCE,1269
AGENCY,INFORCE,1270
AGENCY,TERMINATED,1271
AGENCY,INFORCE,1272
IFA,INFORCE,1273
AGENCY,INFORCE,1274
AGENCY,INFORCE,1275
AGENCY,INFORCE,1276
AGENCY,INFORCE,1277
AGENCY,INFORCE,1278
AGENCY,INFORCE,1279
AGENCY,INFORCE,1280
AGENCY,INFORCE,1281
AGENCY,INFORCE,1282
AGENCY,INFORCE,1283
AGENCY,INFORCE,1284
AGENCY,INFORCE,1285
AGENCY,INFORCE,1286
AGENCY,INFORCE,1287
AGENCY,INFORCE,1288
AGENCY,INFORCE,1289
AGENCY,INFORCE,1290
AGENCY,INFORCE,1291
BANCA,INFORCE,1292
AGENCY,INFORCE,1293
AGENCY,TERMINATED,1294
AGENCY,INFORCE,1295
AGENCY,INFORCE,1296
AGENCY,INFORCE,1297
AGENCY,INFORCE,1298
AGENCY,INFORCE,1299
AGENCY,TERMINATED,1300
BANCA,INFORCE,1301
AGENCY,INFORCE,1302
AGENCY,INFORCE,1303
AGENCY,TERMINATED,1304
AGENCY,INFORCE,1305
AGENCY,INFORCE,1306
AGENCY,INFORCE,1307
AGENCY,INFORCE,1308
AGENCY,INFORCE,1309
AGENCY,INFORCE,1310
AGENCY,INFORCE,1311
AGENCY,INFORCE,1312
AGENCY,INFORCE,1313
AGENCY,INFORCE,1314
AGENCY,TERMINATED,1315
AGENCY,INFORCE,1316
AGENCY,INFORCE,1317
AGENCY,INFORCE,1318
AGENCY,INFORCE,1319
AGENCY,INFORCE,1320
AGENCY,TERMINATED,1321
AGENCY,INFORCE,1322
AGENCY,TERMINATED,1323
AGENCY,INFORCE,1324
AGENCY,INFORCE,1325
AGENCY,INFORCE,1326
AGENCY,INFORCE,1327
AGENCY,INFORCE,1328
BANCA,INFORCE,1329
AGENCY,INFORCE,1330
AGENCY,TERMINATED,1331
AGENCY,TERMINATED,1332
AGENCY,INFORCE,1333
AGENCY,INFORCE,1334
AGENCY,TERMINATED,1335
AGENCY,TERMINATED,1336
AGENCY,INFORCE,1337
AGENCY,INFORCE,1338
AGENCY,INFORCE,1339
AGENCY,INFORCE,1340
AGENCY,INFORCE,1341
AGENCY,INFORCE,1342
AGENCY,INFORCE,1343
AGENCY,INFORCE,1344
AGENCY,INFORCE,1345
AGENCY,INFORCE,1346
AGENCY,INFORCE,1347
AGENCY,INFORCE,1348
AGENCY,INFORCE,1349
AGENCY,INFORCE,1350
AGENCY,INFORCE,1351
AGENCY,INFORCE,1352
AGENCY,INFORCE,1353
AGENCY,INFORCE,1354
AGENCY,TERMINATED,1355
AGENCY,INFORCE,1356
AGENCY,INFORCE,1357
AGENCY,INFORCE,1358
AGENCY,INFORCE,1359
AGENCY,INFORCE,1360
AGENCY,INFORCE,1361
AGENCY,TERMINATED,1362
AGENCY,INFORCE,1363
AGENCY,INFORCE,1364
AGENCY,INFORCE,1365
AGENCY,TERMINATED,1366
AGENCY,INFORCE,1367
AGENCY,INFORCE,1368
AGENCY,INFORCE,1369
AGENCY,INFORCE,1370
BANCA,INFORCE,1371
BANCA,TERMINATED,1372
AGENCY,TERMINATED,1373
AGENCY,TERMINATED,1374
BANCA,INFORCE,1375
AGENCY,TERMINATED,1376
AGENCY,INFORCE,1377
AGENCY,INFORCE,1378
AGENCY,INFORCE,1379
AGENCY,INFORCE,1380
AGENCY,TERMINATED,1381
AGENCY,INFORCE,1382
AGENCY,INFORCE,1383
AGENCY,INFORCE,1384
AGENCY,INFORCE,1385
AGENCY,INFORCE,1386
AGENCY,INFORCE,1387
AGENCY,INFORCE,1388
AGENCY,INFORCE,1389
AGENCY,TERMINATED,1390
AGENCY,INFORCE,1391
AGENCY,INFORCE,1392
AGENCY,INFORCE,1393
AGENCY,INFORCE,1394
AGENCY,INFORCE,1395
AGENCY,TERMINATED,1396
AGENCY,INFORCE,1397
AGENCY,TERMINATED,1398
AGENCY,TERMINATED,1399
AGENCY,INFORCE,1400
AGENCY,INFORCE,1401
AGENCY,INFORCE,1402
AGENCY,INFORCE,1403
AGENCY,INFORCE,1404
AGENCY,INFORCE,1405
AGENCY,TERMINATED,1406
AGENCY,INFORCE,1407
AGENCY,TERMINATED,1408
AGENCY,INFORCE,1409
AGENCY,TERMINATED,1410
AGENCY,INFORCE,1411
AGENCY,INFORCE,1412
AGENCY,INFORCE,1413
AGENCY,INFORCE,1414
AGENCY,TERMINATED,1415
AGENCY,INFORCE,1416
AGENCY,TERMINATED,1417
BANCA,INFORCE,1418
AGENCY,INFORCE,1419
AGENCY,INFORCE,1420
AGENCY,INFORCE,1421
AGENCY,INFORCE,1422
BANCA,INFORCE,1423
AGENCY,INFORCE,1424
AGENCY,INFORCE,1425
AGENCY,INFORCE,1426
AGENCY,TERMINATED,1427
AGENCY,INFORCE,1428
AGENCY,INFORCE,1429
AGENCY,INFORCE,1430
AGENCY,INFORCE,1431
AGENCY,INFORCE,1432
AGENCY,INFORCE,1433
AGENCY,INFORCE,1434
AGENCY,INFORCE,1435
AGENCY,SUSPENDED,1436
AGENCY,INFORCE,1437
AGENCY,INFORCE,1438
AGENCY,INFORCE,1439
AGENCY,INFORCE,1440
AGENCY,TERMINATED,1441
AGENCY,INFORCE,1442
AGENCY,INFORCE,1443
AGENCY,TERMINATED,1444
AGENCY,INFORCE,1445
AGENCY,INFORCE,1446
AGENCY,INFORCE,1447
AGENCY,INFORCE,1448
BANCA,INFORCE,1449
AGENCY,TERMINATED,1450
AGENCY,INFORCE,1451
AGENCY,INFORCE,1452
AGENCY,INFORCE,1453
AGENCY,INFORCE,1454
AGENCY,INFORCE,1455
AGENCY,INFORCE,1456
AGENCY,INFORCE,1457
AGENCY,INFORCE,1458
AGENCY,INFORCE,1459
AGENCY,TERMINATED,1460
AGENCY,TERMINATED,1461
AGENCY,INFORCE,1462
BANCA,INFORCE,1463
BANCA,INFORCE,1464
AGENCY,INFORCE,1465
AGENCY,INFORCE,1466
AGENCY,INFORCE,1467
AGENCY,INFORCE,1468
AGENCY,INFORCE,1469
AGENCY,TERMINATED,1470
AGENCY,TERMINATED,1471
AGENCY,INFORCE,1472
AGENCY,INFORCE,1473
AGENCY,INFORCE,1474
AGENCY,INFORCE,1475
AGENCY,TERMINATED,1476
BANCA,INFORCE,1477
AGENCY,TERMINATED,1478
BANCA,INFORCE,1479
AGENCY,TERMINATED,1480
AGENCY,TERMINATED,1481
AGENCY,INFORCE,1482
BANCA,INFORCE,1483
AGENCY,INFORCE,1484
AGENCY,TERMINATED,1485
AGENCY,INFORCE,1486
AGENCY,INFORCE,1487
AGENCY,INFORCE,1488
AGENCY,TERMINATED,1489
AGENCY,INFORCE,1490
AGENCY,INFORCE,1491
AGENCY,INFORCE,1492
AGENCY,INFORCE,1493
AGENCY,INFORCE,1494
BANCA,INFORCE,1495
AGENCY,INFORCE,1496
AGENCY,INFORCE,1497
BANCA,INFORCE,1498
AGENCY,INFORCE,1499
AGENCY,INFORCE,1500
BANCA,INFORCE,1501
BANCA,INFORCE,1502
AGENCY,INFORCE,1503
AGENCY,INFORCE,1504
AGENCY,INFORCE,1505
BROKER,INFORCE,1506
AGENCY,INFORCE,1507
AGENCY,INFORCE,1508
IFA,INFORCE,1509
AGENCY,TERMINATED,1510
AGENCY,TERMINATED,1511
AGENCY,INFORCE,1512
AGENCY,INFORCE,1513
AGENCY,TERMINATED,1514
AGENCY,INFORCE,1515
AGENCY,INFORCE,1516
AGENCY,INFORCE,1517
AGENCY,INFORCE,1518
AGENCY,INFORCE,1519
AGENCY,INFORCE,1520
AGENCY,INFORCE,1521
AGENCY,INFORCE,1522
AGENCY,INFORCE,1523
BANCA,INFORCE,1524
AGENCY,INFORCE,1525
AGENCY,INFORCE,1526
AGENCY,INFORCE,1527
AGENCY,INFORCE,1528
AGENCY,INFORCE,1529
AGENCY,INFORCE,1530
AGENCY,INFORCE,1531
AGENCY,TERMINATED,1532
AGENCY,INFORCE,1533
AGENCY,INFORCE,1534
AGENCY,TERMINATED,1535
AGENCY,TERMINATED,1536
AGENCY,INFORCE,1537
AGENCY,INFORCE,1538
AGENCY,INFORCE,1539
BANCA,INFORCE,1540
AGENCY,INFORCE,1541
AGENCY,TERMINATED,1542
AGENCY,INFORCE,1543
AGENCY,INFORCE,1544
AGENCY,INFORCE,1545
AGENCY,INFORCE,1546
AGENCY,TERMINATED,1547
AGENCY,INFORCE,1548
AGENCY,TERMINATED,1549
AGENCY,INFORCE,1550
AGENCY,SUSPENDED,1551
IFA,INFORCE,1552
AGENCY,INFORCE,1553
AGENCY,INFORCE,1554
AGENCY,TERMINATED,1555
AGENCY,INFORCE,1556
AGENCY,TERMINATED,1557
AGENCY,INFORCE,1558
AGENCY,INFORCE,1559
AGENCY,INFORCE,1560
AGENCY,INFORCE,1561
AGENCY,INFORCE,1562
AGENCY,INFORCE,1563
AGENCY,INFORCE,1564
AGENCY,TERMINATED,1565
AGENCY,INFORCE,1566
AGENCY,TERMINATED,1567
BANCA,INFORCE,1568
AGENCY,TERMINATED,1569
AGENCY,TERMINATED,1570
AGENCY,TERMINATED,1571
BANCA,TERMINATED,1572
AGENCY,INFORCE,1573
AGENCY,INFORCE,1574
AGENCY,INFORCE,1575
AGENCY,INFORCE,1576
AGENCY,INFORCE,1577
BANCA,INFORCE,1578
AGENCY,INFORCE,1579
BANCA,INFORCE,1580
AGENCY,INFORCE,1581
BANCA,INFORCE,1582
AGENCY,INFORCE,1583
AGENCY,INFORCE,1584
AGENCY,INFORCE,1585
BANCA,INFORCE,1586
AGENCY,INFORCE,1587
BANCA,INFORCE,1588
BANCA,INFORCE,1589
AGENCY,TERMINATED,1590
AGENCY,TERMINATED,1591
AGENCY,TERMINATED,1592
BANCA,INFORCE,1593
AGENCY,INFORCE,1594
AGENCY,TERMINATED,1595
AGENCY,TERMINATED,1596
AGENCY,INFORCE,1597
AGENCY,INFORCE,1598
AGENCY,TERMINATED,1599
AGENCY,INFORCE,1600
AGENCY,INFORCE,1601
AGENCY,TERMINATED,1602
AGENCY,INFORCE,1603
AGENCY,INFORCE,1604
AGENCY,INFORCE,1605
AGENCY,INFORCE,1606
AGENCY,INFORCE,1607
AGENCY,INFORCE,1608
AGENCY,INFORCE,1609
AGENCY,INFORCE,1610
AGENCY,INFORCE,1611
AGENCY,TERMINATED,1612
AGENCY,INFORCE,1613
AGENCY,INFORCE,1614
AGENCY,TERMINATED,1615
AGENCY,INFORCE,1616
AGENCY,INFORCE,1617
BANCA,INFORCE,1618
BANCA,INFORCE,1619
BANCA,INFORCE,1620
AGENCY,INFORCE,1621
BANCA,INFORCE,1622
AGENCY,INFORCE,1623
AGENCY,INFORCE,1624
AGENCY,INFORCE,1625
AGENCY,INFORCE,1626
AGENCY,INFORCE,1627
AGENCY,INFORCE,1628
AGENCY,TERMINATED,1629
AGENCY,INFORCE,1630
AGENCY,INFORCE,1631
AGENCY,INFORCE,1632
AGENCY,INFORCE,1633
BANCA,INFORCE,1634
AGENCY,INFORCE,1635
AGENCY,INFORCE,1636
AGENCY,TERMINATED,1637
AGENCY,TERMINATED,1638
AGENCY,INFORCE,1639
AGENCY,INFORCE,1640
AGENCY,INFORCE,1641
AGENCY,INFORCE,1642
AGENCY,INFORCE,1643
AGENCY,INFORCE,1644
AGENCY,INFORCE,1645
AGENCY,TERMINATED,1646
AGENCY,TERMINATED,1647
AGENCY,INFORCE,1648
AGENCY,INFORCE,1649
AGENCY,INFORCE,1650
AGENCY,INFORCE,1651
AGENCY,TERMINATED,1652
AGENCY,TERMINATED,1653
AGENCY,INFORCE,1654
AGENCY,INFORCE,1655
AGENCY,INFORCE,1656
BANCA,INFORCE,1657
AGENCY,SUSPENDED,1658
AGENCY,INFORCE,1659
AGENCY,TERMINATED,1660
AGENCY,INFORCE,1661
AGENCY,TERMINATED,1662
AGENCY,INFORCE,1663
AGENCY,INFORCE,1664
AGENCY,TERMINATED,1665
AGENCY,INFORCE,1666
AGENCY,TERMINATED,1667
BANCA,TERMINATED,1668
AGENCY,INFORCE,1669
AGENCY,INFORCE,1670
AGENCY,INFORCE,1671
AGENCY,INFORCE,1672
AGENCY,INFORCE,1673
AGENCY,INFORCE,1674
AGENCY,INFORCE,1675
AGENCY,TERMINATED,1676
BANCA,INFORCE,1677
IFA,INFORCE,1678
AGENCY,TERMINATED,1679
AGENCY,TERMINATED,1680
AGENCY,INFORCE,1681
AGENCY,TERMINATED,1682
AGENCY,INFORCE,1683
AGENCY,TERMINATED,1684
AGENCY,TERMINATED,1685
BANCA,INFORCE,1686
AGENCY,TERMINATED,1687
AGENCY,INFORCE,1688
AGENCY,INFORCE,1689
AGENCY,TERMINATED,1690
AGENCY,TERMINATED,1691
AGENCY,TERMINATED,1692
AGENCY,INFORCE,1693
AGENCY,INFORCE,1694
AGENCY,INFORCE,1695
AGENCY,INFORCE,1696
IFA,INFORCE,1697
AGENCY,TERMINATED,1698
AGENCY,INFORCE,1699
AGENCY,INFORCE,1700
AGENCY,TERMINATED,1701
AGENCY,INFORCE,1702
AGENCY,INFORCE,1703
AGENCY,TERMINATED,1704
AGENCY,TERMINATED,1705
AGENCY,INFORCE,1706
AGENCY,INFORCE,1707
AGENCY,INFORCE,1708
AGENCY,INFORCE,1709
AGENCY,INFORCE,1710
AGENCY,INFORCE,1711
AGENCY,INFORCE,1712
AGENCY,INFORCE,1713
AGENCY,INFORCE,1714
AGENCY,INFORCE,1715
BANCA,INFORCE,1716
AGENCY,INFORCE,1717
AGENCY,INFORCE,1718
AGENCY,INFORCE,1719
AGENCY,INFORCE,1720
AGENCY,INFORCE,1721
AGENCY,TERMINATED,1722
AGENCY,TERMINATED,1723
AGENCY,INFORCE,1724
AGENCY,INFORCE,1725
AGENCY,INFORCE,1726
AGENCY,INFORCE,1727
IFA,INFORCE,1728
AGENCY,INFORCE,1729
AGENCY,INFORCE,1730
AGENCY,INFORCE,1731
AGENCY,INFORCE,1732
AGENCY,INFORCE,1733
AGENCY,INFORCE,1734
AGENCY,INFORCE,1735
AGENCY,TERMINATED,1736
AGENCY,INFORCE,1737
AGENCY,SUSPENDED,1738
AGENCY,INFORCE,1739
BANCA,INFORCE,1740
AGENCY,INFORCE,1741
AGENCY,TERMINATED,1742
AGENCY,INFORCE,1743
BANCA,INFORCE,1744
AGENCY,INFORCE,1745
AGENCY,TERMINATED,1746
AGENCY,TERMINATED,1747
AGENCY,TERMINATED,1748
BANCA,INFORCE,1749
BANCA,INFORCE,1750
BANCA,INFORCE,1751
AGENCY,INFORCE,1752
AGENCY,INFORCE,1753
AGENCY,TERMINATED,1754
AGENCY,INFORCE,1755
AGENCY,INFORCE,1756
AGENCY,TERMINATED,1757
AGENCY,TERMINATED,1758
AGENCY,INFORCE,1759
AGENCY,INFORCE,1760
AGENCY,TERMINATED,1761
AGENCY,SUSPENDED,1762
AGENCY,INFORCE,1763
AGENCY,INFORCE,1764
AGENCY,TERMINATED,1765
AGENCY,INFORCE,1766
AGENCY,INFORCE,1767
AGENCY,INFORCE,1768
AGENCY,INFORCE,1769
AGENCY,INFORCE,1770
AGENCY,TERMINATED,1771
AGENCY,INFORCE,1772
AGENCY,TERMINATED,1773
AGENCY,TERMINATED,1774
AGENCY,INFORCE,1775
AGENCY,SUSPENDED,1776
AGENCY,INFORCE,1777
AGENCY,INFORCE,1778
AGENCY,INFORCE,1779
AGENCY,TERMINATED,1780
AGENCY,INFORCE,1781
AGENCY,INFORCE,1782
AGENCY,INFORCE,1783
BANCA,INFORCE,1784
AGENCY,INFORCE,1785
AGENCY,TERMINATED,1786
AGENCY,TERMINATED,1787
AGENCY,TERMINATED,1788
AGENCY,INFORCE,1789
AGENCY,INFORCE,1790
AGENCY,INFORCE,1791
AGENCY,INFORCE,1792
AGENCY,TERMINATED,1793
AGENCY,TERMINATED,1794
AGENCY,INFORCE,1795
AGENCY,INFORCE,1796
AGENCY,INFORCE,1797
BANCA,INFORCE,1798
AGENCY,INFORCE,1799
AGENCY,INFORCE,1800
AGENCY,INFORCE,1801
BANCA,INFORCE,1802
BANCA,INFORCE,1803
AGENCY,TERMINATED,1804
AGENCY,INFORCE,1805
AGENCY,INFORCE,1806
AGENCY,INFORCE,1807
BANCA,INFORCE,1808
AGENCY,INFORCE,1809
AGENCY,TERMINATED,1810
AGENCY,INFORCE,1811
AGENCY,INFORCE,1812
AGENCY,TERMINATED,1813
AGENCY,INFORCE,1814
AGENCY,SUSPENDED,1815
BANCA,INFORCE,1816
AGENCY,INFORCE,1817
AGENCY,INFORCE,1818
AGENCY,INFORCE,1819
AGENCY,INFORCE,1820
AGENCY,TERMINATED,1821
AGENCY,INFORCE,1822
AGENCY,INFORCE,1823
AGENCY,INFORCE,1824
BANCA,INFORCE,1825
AGENCY,INFORCE,1826
AGENCY,TERMINATED,1827
AGENCY,INFORCE,1828
AGENCY,INFORCE,1829
AGENCY,INFORCE,1830
AGENCY,INFORCE,1831
AGENCY,INFORCE,1832
AGENCY,INFORCE,1833
AGENCY,INFORCE,1834
AGENCY,INFORCE,1835
AGENCY,INFORCE,1836
AGENCY,INFORCE,1837
AGENCY,INFORCE,1838
AGENCY,INFORCE,1839
AGENCY,INFORCE,1840
AGENCY,INFORCE,1841
AGENCY,INFORCE,1842
AGENCY,INFORCE,1843
BANCA,INFORCE,1844
AGENCY,INFORCE,1845
AGENCY,INFORCE,1846
AGENCY,INFORCE,1847
AGENCY,INFORCE,1848
AGENCY,INFORCE,1849
AGENCY,INFORCE,1850
AGENCY,INFORCE,1851
AGENCY,INFORCE,1852
AGENCY,INFORCE,1853
AGENCY,INFORCE,1854
AGENCY,INFORCE,1855
AGENCY,INFORCE,1856
AGENCY,INFORCE,1857
AGENCY,INFORCE,1858
AGENCY,INFORCE,1859
AGENCY,INFORCE,1860
AGENCY,INFORCE,1861
AGENCY,INFORCE,1862
AGENCY,INFORCE,1863
AGENCY,INFORCE,1864
AGENCY,INFORCE,1865
AGENCY,INFORCE,1866
AGENCY,INFORCE,1867
AGENCY,INFORCE,1868
AGENCY,INFORCE,1869
BANCA,INFORCE,1870
BANCA,INFORCE,1871
AGENCY,INFORCE,1872
AGENCY,INFORCE,1873
AGENCY,INFORCE,1874
AGENCY,TERMINATED,1875
AGENCY,INFORCE,1876
AGENCY,INFORCE,1877
AGENCY,INFORCE,1878
BANCA,INFORCE,1879
AGENCY,INFORCE,1880
AGENCY,TERMINATED,1881
AGENCY,INFORCE,1882
AGENCY,INFORCE,1883
AGENCY,INFORCE,1884
AGENCY,TERMINATED,1885
AGENCY,INFORCE,1886
AGENCY,INFORCE,1887
AGENCY,INFORCE,1888
AGENCY,INFORCE,1889
AGENCY,TERMINATED,1890
AGENCY,SUSPENDED,1891
AGENCY,INFORCE,1892
AGENCY,INFORCE,1893
BANCA,INFORCE,1894
AGENCY,INFORCE,1895
AGENCY,INFORCE,1896
AGENCY,INFORCE,1897
AGENCY,INFORCE,1898
AGENCY,TERMINATED,1899
AGENCY,INFORCE,1900
AGENCY,INFORCE,1901
AGENCY,TERMINATED,1902
BANCA,INFORCE,1903
AGENCY,INFORCE,1904
AGENCY,TERMINATED,1905
AGENCY,INFORCE,1906
AGENCY,INFORCE,1907
AGENCY,INFORCE,1908
